,Rank,Name,Platform,Year,Genre,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales
147,148,Final Fantasy XII,PS2,2006.0,Role-Playing,Square Enix,1.88,0.0,2.33,1.74,5.95
2024,2026,Street Fighter Alpha 3,PS,1998.0,Fighting,Virgin Interactive,0.38,0.12,0.51,0.02,1.03
14433,14436,Nacho Libre,DS,2006.0,Action,Majesco Entertainment,0.03,0.0,0.0,0.0,0.03
5193,5195,Press Your Luck 2010 Edition,Wii,2009.0,Misc,Ubisoft,0.33,0.0,0.0,0.03,0.36
3560,3562,True Crime: Streets of LA,GC,2003.0,Action,Activision,0.44,0.11,0.0,0.02,0.56
12195,12197,Doraemon: Nobita no Shin Makai Daibouken DS,DS,2007.0,Role-Playing,Sega,0.0,0.0,0.07,0.0,0.07
3338,3340,Wave Race: Blue Storm,GC,2001.0,Racing,Nintendo,0.4,0.1,0.09,0.02,0.6
9871,9873,Mahou Shoujo Lyrical Nanoha A's Portable: The Battle of Aces,PSP,2010.0,Shooter,Namco Bandai Games,0.0,0.0,0.12,0.0,0.12
10566,10568,Cabela's Adventure Camp,X360,2011.0,Misc,Activision,0.07,0.02,0.0,0.01,0.1
13211,13213,Stunt GP,PS2,2001.0,Racing,Titus,0.02,0.02,0.0,0.01,0.05
4725,4727,Command & Conquer: Red Alert,PS,1997.0,Strategy,Virgin Interactive,0.23,0.16,0.0,0.03,0.41
2950,2952,Minecraft: Story Mode,PS3,2015.0,Adventure,Mojang,0.25,0.33,0.0,0.11,0.69
3793,3795,Sonic & All-Stars Racing Transformed,WiiU,2012.0,Racing,Sega,0.2,0.27,0.02,0.05,0.53
5894,5896,Rayman 2: Revolution,PS2,2000.0,Platform,Ubisoft,0.15,0.11,0.0,0.04,0.3
15746,15749,Summer Challenge: Athletics Tournament,Wii,2011.0,Sports,PQube,0.0,0.01,0.0,0.0,0.02
12874,12876,McDROID,PSP,2011.0,Strategy,Namco Bandai Games,0.0,0.0,0.05,0.0,0.05
10828,10830,Winning Post 6,PS2,2003.0,Sports,Tecmo Koei,0.0,0.0,0.09,0.0,0.09
3780,3782,Virtual Soccer,SNES,1993.0,Sports,Hudson Soft,0.0,0.0,0.53,0.0,0.53
1599,1601,Transformers: Autobots / Decepticons,DS,2007.0,Action,Activision,1.12,0.03,0.0,0.09,1.24
13051,13053,Jenga World Tour,Wii,2007.0,Misc,Atari,0.05,0.0,0.0,0.0,0.05
12391,12393,There,PS,2002.0,Simulation,Infogrames,0.03,0.02,0.0,0.0,0.06
3415,3417,Dead or Alive Xtreme Beach Volleyball,XB,2003.0,Sports,Microsoft Game Studios,0.36,0.08,0.14,0.02,0.59
13512,13514,Grand Slam,PS,1997.0,Misc,Virgin Interactive,0.02,0.02,0.0,0.0,0.04
4645,4647,BloodRayne,PS2,2002.0,Shooter,Universal Interactive,0.2,0.16,0.0,0.05,0.42
12617,12619,Raw Danger! (JP sales),PS2,2006.0,Action,505 Games,0.0,0.0,0.06,0.0,0.06
2529,2531,Madden NFL 25,PS4,2013.0,Sports,Electronic Arts,0.62,0.13,0.0,0.07,0.82
3346,3348,The Golden Compass,Wii,0.0,Action,Sega,0.26,0.28,0.0,0.07,0.6
307,308,Assassin's Creed IV: Black Flag,PS3,2013.0,Action,Ubisoft,1.33,1.71,0.13,0.73,3.89
7725,7727,Big Mutha Truckers 2,PS2,2005.0,Racing,Xplosiv,0.1,0.07,0.0,0.03,0.2
15070,15073,La Corda d'Oro 4,PSV,2016.0,Action,Tecmo Koei,0.0,0.0,0.02,0.0,0.02
7415,7417,Gex 3: Deep Cover Gecko,N64,1999.0,Platform,Crave Entertainment,0.17,0.04,0.0,0.0,0.21
8012,8014,Buffy the Vampire Slayer: Chaos Bleeds,PS2,2003.0,Action,Vivendi Games,0.09,0.07,0.0,0.02,0.18
12583,12585,Mercury Meltdown,PSP,2006.0,Action,Atari,0.05,0.01,0.0,0.01,0.06
11972,11974,Microsoft Flight Simulator 2004: A Century of Flight,PC,2003.0,Simulation,Microsoft Game Studios,0.0,0.06,0.0,0.01,0.07
16424,16427,Real Crimes: The Unicorn Killer,DS,2011.0,Puzzle,Unknown,0.0,0.01,0.0,0.0,0.01
7262,7264,Kirby's Star Stacker,GB,1997.0,Puzzle,Nintendo,0.0,0.0,0.22,0.0,0.22
5028,5030,Elite Beat Agents,DS,2006.0,Misc,Nintendo,0.31,0.03,0.0,0.03,0.38
14945,14948,Warhammer Online: Age of Reckoning,PC,2008.0,Role-Playing,GOA,0.0,0.02,0.0,0.0,0.02
3962,3964,Blue's Clues: Blue's Big Musical,PS,2001.0,Misc,THQ,0.28,0.19,0.0,0.03,0.5
4378,4380,Maze Craze: A Game of Cops 'n Robbers,2600,0.0,Action,Atari,0.42,0.02,0.0,0.0,0.45
10323,10325,Cabela's Adventure Camp,PS3,2011.0,Misc,Activision,0.06,0.03,0.0,0.02,0.11
8958,8960,Shin Megami Tensei: Devil Summoner - Soul Hackers,PS,1999.0,Role-Playing,Atlus,0.0,0.0,0.14,0.01,0.15
6821,6823,AC/DC LIVE: Rock Band Track Pack,PS3,2008.0,Misc,MTV Games,0.21,0.01,0.0,0.02,0.24
12796,12798,Elemental Gearbolt,PS,1997.0,Shooter,Sony Computer Entertainment,0.03,0.02,0.0,0.0,0.06
16255,16258,No Fate! Only the Power of Will,X360,2010.0,Adventure,Alchemist,0.0,0.0,0.01,0.0,0.01
14313,14316,Gakusen Toshi Asterisk Festa: Houka Kenran,PSV,2016.0,Fighting,Namco Bandai Games,0.0,0.0,0.03,0.0,0.03
4981,4983,Super Soccer,SNES,1991.0,Sports,Nintendo,0.0,0.0,0.38,0.0,0.38
15135,15138,Freestyle Metal X,XB,2003.0,Racing,Midway Games,0.02,0.0,0.0,0.0,0.02
9578,9580,City Crisis,PS2,2001.0,Simulation,Take-Two Interactive,0.06,0.05,0.0,0.02,0.13
3880,3882,Fishing Derby,2600,0.0,Sports,Activision,0.48,0.03,0.0,0.01,0.51
8891,8893,Major League Baseball 2K13,PS3,2013.0,Sports,Take-Two Interactive,0.14,0.0,0.0,0.01,0.15
12834,12836,Rebelstar: Tactical Command,GBA,2005.0,Strategy,Atari,0.04,0.01,0.0,0.0,0.05
2173,2175,Wheel of Fortune,PS2,0.0,Misc,Unknown,0.47,0.36,0.0,0.12,0.95
2237,2239,MLB 07: The Show,PS2,2007.0,Sports,Sony Computer Entertainment,0.77,0.03,0.0,0.13,0.93
7941,7943,One Piece: Unlimited Adventure,Wii,2007.0,Adventure,Namco Bandai Games,0.07,0.0,0.11,0.01,0.19
14643,14646,Trine 2,WiiU,2012.0,Platform,Atlus,0.0,0.03,0.0,0.0,0.03
14835,14838,Kawasaki Snowmobiles,Wii,2008.0,Racing,Metro 3D,0.02,0.0,0.0,0.0,0.03
1852,1854,Triple Play 98,PS,1997.0,Sports,Electronic Arts,0.61,0.42,0.0,0.07,1.1
14167,14169,Zoo Vet: Endangered Animals,DS,2008.0,Simulation,505 Games,0.03,0.0,0.0,0.0,0.03
4539,4541,EverQuest Online Adventures,PS2,2003.0,Role-Playing,Sony Online Entertainment,0.21,0.16,0.0,0.05,0.43
8833,8835,Mind Zero,PSV,2013.0,Role-Playing,GungHo,0.08,0.0,0.04,0.02,0.15
829,831,Kingdom Hearts 358/2 Days,DS,2009.0,Role-Playing,Square Enix,1.11,0.27,0.53,0.14,2.04
14856,14859,Wand of Fortune 2: Jikuu ni Shizumu Mokushiroku,PSP,2011.0,Adventure,Idea Factory,0.0,0.0,0.03,0.0,0.03
11930,11932,"Horrid Henry: The Good, The Bad and The Bugly",3DS,2011.0,Platform,Asylum Entertainment,0.0,0.06,0.0,0.01,0.07
3012,3014,The Darkness,PS3,2007.0,Shooter,Take-Two Interactive,0.2,0.34,0.0,0.13,0.67
10792,10794,The Daring Game for Girls,Wii,0.0,Adventure,Unknown,0.09,0.0,0.0,0.01,0.1
2261,2263,Disney Magical World,3DS,2013.0,Adventure,Nintendo,0.16,0.2,0.53,0.03,0.92
11447,11449,The Italian Job,XB,2003.0,Racing,Eidos Interactive,0.06,0.02,0.0,0.0,0.08
15607,15610,Sega Ages 2500 Series Vol. 26: Dynamite Deka,PS2,2006.0,Action,Sega,0.0,0.0,0.02,0.0,0.02
3487,3489,Disgaea 4: A Promise Unforgotten,PS3,2011.0,Role-Playing,Nippon Ichi Software,0.27,0.11,0.14,0.06,0.58
10383,10385,Total Immersion Racing,PS2,2002.0,Racing,Empire Interactive,0.05,0.04,0.0,0.01,0.11
9866,9868,Backyard Sports Football: Rookie Rush,X360,2010.0,Sports,Atari,0.11,0.0,0.0,0.01,0.12
10447,10449,Motocross Mania 3,PS2,2004.0,Racing,Take-Two Interactive,0.05,0.04,0.0,0.01,0.1
10357,10359,Saigo no Yakusoku no Monogatari,PSP,2011.0,Role-Playing,Unknown,0.0,0.0,0.11,0.0,0.11
11769,11771,NHL Open Ice,PS,1996.0,Sports,Midway Games,0.04,0.03,0.0,0.0,0.07
12915,12917,Mountain Bike Adrenaline,PS2,0.0,Sports,Unknown,0.03,0.02,0.0,0.01,0.05
4508,4510,NCAA Football 2004,XB,2003.0,Sports,Electronic Arts,0.4,0.02,0.0,0.02,0.43
2951,2953,Mortal Kombat: Shaolin Monks,PS2,2005.0,Action,Midway Games,0.58,0.02,0.0,0.09,0.69
16402,16405,Tenchu San Portable,PSP,2009.0,Action,From Software,0.0,0.0,0.01,0.0,0.01
573,574,Super Mario Bros.: The Lost Levels,NES,1986.0,Platform,Nintendo,0.0,0.0,2.65,0.0,2.65
671,673,LEGO Harry Potter: Years 1-4,DS,2010.0,Action,Warner Bros. Interactive Entertainment,1.07,1.05,0.0,0.23,2.35
14964,14967,Disney's Magical Quest 3 Starring Mickey and Donald,GBA,2003.0,Action,Capcom,0.02,0.01,0.0,0.0,0.02
10590,10592,Beach Spikers: Virtua Beach Volleyball,GC,2002.0,Sports,Sega,0.08,0.02,0.0,0.0,0.1
3804,3806,Stuntman: Ignition,PS3,2007.0,Racing,THQ,0.17,0.26,0.0,0.1,0.53
9680,9682,Lego Star Wars: The Force Awakens,PS3,2016.0,Action,Warner Bros. Interactive Entertainment,0.03,0.07,0.0,0.02,0.12
12205,12207,The Guided Fate Paradox,PS3,2013.0,Role-Playing,Nippon Ichi Software,0.0,0.0,0.06,0.0,0.07
10171,10173,ESPN NHL Hockey,XB,2003.0,Sports,Sega,0.08,0.02,0.0,0.0,0.11
8811,8813,Gundam Breaker 2,PSV,2014.0,Action,Namco Bandai Games,0.0,0.0,0.15,0.0,0.15
13731,13733,MLB 2K12 / NBA 2K12 Combo Pack,X360,2012.0,Sports,Take-Two Interactive,0.04,0.0,0.0,0.0,0.04
10455,10457,Frogger: Ancient Shadow,PS2,2005.0,Platform,Konami Digital Entertainment,0.05,0.04,0.0,0.01,0.1
2937,2939,Classic NES Series: Zelda II: The Adventure of Link,GBA,2004.0,Adventure,Nintendo,0.37,0.14,0.17,0.01,0.7
6649,6651,Cars,X360,2006.0,Racing,THQ,0.22,0.02,0.0,0.02,0.25
14586,14589,Battlefield 1942: The WW II Anthology,PC,2004.0,Shooter,Electronic Arts,0.01,0.01,0.0,0.0,0.03
2238,2240,Skylanders: Trap Team,X360,2014.0,Action,Activision,0.54,0.31,0.0,0.08,0.93
1481,1483,Pokemon Ranger: Guardian Signs,DS,2010.0,Role-Playing,Nintendo,0.51,0.17,0.58,0.06,1.33
6748,6750,Hasbro Family Game Night 3,PS3,2010.0,Misc,Electronic Arts,0.18,0.04,0.0,0.03,0.25
6520,6522,Gundam Battle Universe,PSP,2008.0,Fighting,Namco Bandai Games,0.0,0.0,0.26,0.0,0.26
5071,5073,Need for Speed: Hot Pursuit,PC,2010.0,Racing,Electronic Arts,0.12,0.2,0.0,0.06,0.38
6557,6559,Bratz Ponyz 2,DS,2008.0,Adventure,Game Factory,0.24,0.0,0.0,0.02,0.26
16340,16343,Grooverider: Slot Car Thunder,GC,2003.0,Racing,Encore,0.01,0.0,0.0,0.0,0.01
10292,10294,The Godfather: Mob Wars,PSP,2006.0,Action,Electronic Arts,0.09,0.01,0.0,0.01,0.11
3097,3099,Tom Clancy's EndWar,PS3,2008.0,Strategy,Ubisoft,0.32,0.22,0.01,0.1,0.65
14299,14302,Men of War,PC,2009.0,Strategy,505 Games,0.01,0.02,0.0,0.01,0.03
7642,7644,The BIGS 2,PS2,2009.0,Sports,Take-Two Interactive,0.1,0.08,0.0,0.03,0.2
1264,1266,Rock Band 2,PS3,2008.0,Misc,MTV Games,1.13,0.2,0.0,0.16,1.5
10376,10378,Barbie in The 12 Dancing Princesses,DS,2007.0,Adventure,Activision,0.09,0.01,0.0,0.01,0.11
3965,3967,Disney Sing It,PS2,2008.0,Misc,Disney Interactive Studios,0.25,0.19,0.0,0.06,0.5
2019,2021,Donkey Kong Land III,GB,0.0,Platform,Nintendo,0.68,0.31,0.0,0.04,1.03
11167,11169,Lego Star Wars: The Force Awakens,WiiU,2016.0,Action,Warner Bros. Interactive Entertainment,0.04,0.04,0.0,0.01,0.09
3086,3088,Um Jammer Lammy,PS,1998.0,Misc,Sony Computer Entertainment,0.12,0.08,0.41,0.04,0.66
9989,9991,Sword Art Online: Hollow Fragment,PS4,2015.0,Role-Playing,Namco Bandai Games,0.0,0.1,0.0,0.02,0.12
15057,15060,Cocoto Magic Circus,Wii,2008.0,Shooter,Neko Entertainment,0.02,0.0,0.0,0.0,0.02
3068,3070,Strawberry Shortcake: Summertime Adventure,GBA,2004.0,Adventure,Majesco Entertainment,0.47,0.18,0.0,0.01,0.66
14837,14840,Bae Yong-joon to Manabu Kankokugo DS,DS,2009.0,Misc,D3Publisher,0.0,0.0,0.03,0.0,0.03
7105,7107,Bicycle Casino 2005,XB,2004.0,Misc,Zoo Digital Publishing,0.17,0.05,0.0,0.01,0.23
2744,2746,Zone of the Enders,PS2,2001.0,Shooter,Konami Digital Entertainment,0.3,0.24,0.13,0.08,0.75
9670,9672,NHL 2K7,PS3,2006.0,Sports,Take-Two Interactive,0.11,0.0,0.0,0.01,0.12
5057,5059,Saints Row: The Third,PC,2011.0,Action,THQ,0.16,0.16,0.0,0.06,0.38
14774,14777,Farm Frenzy 3,DS,2011.0,Strategy,Unknown,0.0,0.02,0.0,0.0,0.03
1319,1321,Red Dead Revolver,PS2,2004.0,Shooter,Take-Two Interactive,0.71,0.55,0.0,0.19,1.45
7303,7305,One Piece: Pirate Warriors 3,PSV,2015.0,Action,Namco Bandai Games,0.0,0.07,0.13,0.02,0.22
3416,3418,Tales of Rebirth,PS2,2004.0,Role-Playing,Namco Bandai Games,0.0,0.0,0.59,0.0,0.59
8611,8613,Rudolph the Red-Nosed Reindeer,Wii,2010.0,Action,Crave Entertainment,0.15,0.0,0.0,0.01,0.16
5159,5161,The Sims 2: Castaway,PS2,2007.0,Simulation,Electronic Arts,0.3,0.01,0.0,0.05,0.37
16276,16279,Assetto Corsa,XOne,2016.0,Racing,505 Games,0.0,0.01,0.0,0.0,0.01
4367,4369,Dance Dance Revolution: Hottest Party 3,Wii,2009.0,Simulation,Konami Digital Entertainment,0.26,0.14,0.0,0.04,0.45
13431,13433,Futurama,XB,2003.0,Platform,SCi,0.03,0.01,0.0,0.0,0.05
5715,5717,Bust-A-Move Universe,3DS,2011.0,Puzzle,Square Enix,0.08,0.15,0.06,0.03,0.31
5168,5170,Nonomura Byoin no Hitobito,SAT,1996.0,Adventure,Elf,0.0,0.0,0.36,0.0,0.36
7219,7221,The Suffering,XB,2004.0,Action,Midway Games,0.16,0.05,0.0,0.01,0.22
4131,4133,Midnight Club: Street Racing,GBA,2001.0,Racing,Rebellion,0.34,0.13,0.0,0.01,0.48
8668,8670,Kidou Senshi Gundam: Giren no Yabou - Axis no Kyoui,PSP,2008.0,Strategy,Namco Bandai Games,0.0,0.0,0.16,0.0,0.16
14392,14395,Infinite Stratos 2: Ignition Hearts,PSV,2014.0,Adventure,5pb,0.0,0.0,0.03,0.0,0.03
6208,6210,Bass Strike,PS2,2001.0,Sports,THQ,0.14,0.11,0.0,0.04,0.28
3173,3175,Start the Party!,PS3,2010.0,Misc,Sony Computer Entertainment,0.07,0.42,0.0,0.14,0.64
2199,2201,Rocksmith 2014,X360,2013.0,Misc,Ubisoft,0.69,0.17,0.0,0.08,0.94
11408,11410,Fatal Frame III: The Tormented,PS2,2005.0,Action,Take-Two Interactive,0.04,0.03,0.0,0.01,0.08
10776,10778,Pro Yakyuu Famista DS,DS,2007.0,Sports,Namco Bandai Games,0.0,0.0,0.1,0.0,0.1
3589,3591,WWE Raw 2,XB,2003.0,Fighting,THQ,0.43,0.11,0.0,0.02,0.56
12333,12335,Killer Instinct (2013),XOne,2013.0,Fighting,Microsoft Game Studios,0.03,0.03,0.0,0.01,0.06
15490,15493,Devil Survivor: Over Clock,3DS,2015.0,Strategy,Atlus,0.0,0.0,0.02,0.0,0.02
8406,8408,Naval Assault: The Killing Tide,X360,2010.0,Simulation,505 Games,0.08,0.07,0.0,0.02,0.17
14206,14209,Crazy Chicken: Star Karts,DS,2008.0,Racing,Phenomedia,0.03,0.0,0.0,0.0,0.03
3484,3486,Phoenix Wright: Ace Attorney - Justice for All,DS,2006.0,Adventure,Capcom,0.24,0.05,0.26,0.03,0.58
1655,1657,Sly Cooper and the Thievius Raccoonus,PS2,2002.0,Platform,Sony Computer Entertainment,1.03,0.14,0.0,0.04,1.21
5541,5543,Kidou Senshi Gundam F91: Formula Senki 0122,SNES,1991.0,Strategy,Namco Bandai Games,0.0,0.0,0.33,0.0,0.33
6270,6272,Shin Nippon Pro Wrestling: Toukon Retsuden 2,PS,1996.0,Fighting,Tomy Corporation,0.0,0.0,0.26,0.02,0.27
9750,9752,Mobile Suit Gundam Seed: Rengou vs. Z.A.F.T. Portable,PSP,2007.0,Shooter,Namco Bandai Games,0.0,0.0,0.12,0.0,0.12
15213,15216,Casper's Scare School: Classroom Capers,DS,2008.0,Adventure,Blast! Entertainment Ltd,0.02,0.0,0.0,0.0,0.02
8851,8853,Top Gun: Combat Zones,GC,2002.0,Simulation,Titus,0.12,0.03,0.0,0.0,0.15
11759,11761,Famicom Mini: Hikari Shinwa: Palutena no Kagami,GBA,2004.0,Platform,Nintendo,0.0,0.0,0.07,0.0,0.07
9234,9236,Rayman Arena,GC,2002.0,Racing,Ubisoft,0.11,0.03,0.0,0.0,0.14
13523,13525,Minna ga Shuyaku no NHK Kouhaku Quiz Kassen,Wii,2009.0,Misc,Nintendo,0.0,0.0,0.04,0.0,0.04
10017,10019,Melty Blood: Act Cadenza,PS2,2006.0,Fighting,Sega,0.0,0.0,0.11,0.0,0.11
15393,15396,Invizimals: The Resistance,PSV,2014.0,Role-Playing,Sony Computer Entertainment,0.0,0.02,0.0,0.0,0.02
5557,5559,Teen Titans,GC,2006.0,Action,THQ,0.25,0.07,0.0,0.01,0.33
8418,8420,Blood Bowl,X360,2009.0,Sports,Focus Home Interactive,0.13,0.03,0.0,0.01,0.17
6080,6082,I Spy: Spooky Mansion,Wii,2010.0,Puzzle,Storm City Games,0.27,0.0,0.0,0.02,0.29
6150,6152,Arcade Hits: Frisky Tom,PS,2002.0,Action,Hamster Corporation,0.16,0.11,0.0,0.02,0.28
8311,8313,Jillian Michaels Fitness Ultimatum 2011,Wii,2010.0,Sports,D3Publisher,0.16,0.0,0.0,0.01,0.17
16112,16115,1/2 Summer +,PSP,2013.0,Adventure,Kaga Create,0.0,0.0,0.01,0.0,0.01
12797,12799,Space Chimps,DS,2008.0,Platform,Brash Entertainment,0.05,0.0,0.0,0.0,0.06
10672,10674,Crime Crackers,PS,1994.0,Role-Playing,Sony Computer Entertainment,0.0,0.0,0.09,0.01,0.1
854,856,Harry Potter and the Chamber of Secrets,PS,2002.0,Action,Electronic Arts,0.75,1.09,0.02,0.12,1.98
2165,2167,Mega Man Star Force Dragon / Leo / Pegasus,DS,2006.0,Action,Capcom,0.39,0.0,0.53,0.03,0.96
5279,5281,Momotarou Dentetsu 12,PS2,2003.0,Misc,Hudson Soft,0.0,0.0,0.35,0.0,0.35
13265,13267,2002 FIFA World Cup,GC,2002.0,Sports,Electronic Arts,0.04,0.01,0.0,0.0,0.05
8324,8326,Buzz! Brain of the UK,PS3,2009.0,Misc,Sony Computer Entertainment,0.0,0.15,0.0,0.02,0.17
16206,16209,Who Wants to be a Millionaire: 2nd Edition,DS,2008.0,Misc,Ubisoft,0.0,0.01,0.0,0.0,0.01
2737,2739,The Godfather II,PS3,2009.0,Action,Electronic Arts,0.41,0.22,0.01,0.11,0.75
6089,6091,Power Pro Kun Pocket 11,DS,2008.0,Sports,Konami Digital Entertainment,0.0,0.0,0.29,0.0,0.29
7794,7796,Super Robot Taisen: Scramble Commander,PS2,2003.0,Strategy,Banpresto,0.0,0.0,0.19,0.0,0.19
2895,2897,Two Worlds,X360,2007.0,Role-Playing,SouthPeak Games,0.41,0.23,0.0,0.07,0.71
9232,9234,Ape Escape Academy (jp sales),PSP,2004.0,Misc,Sony Computer Entertainment,0.0,0.0,0.13,0.0,0.14
13639,13641,Amnesia,PSP,2011.0,Adventure,Idea Factory,0.0,0.0,0.04,0.0,0.04
12213,12215,Fallout: Brotherhood of Steel,PS2,2004.0,Role-Playing,Avalon Interactive,0.03,0.03,0.0,0.01,0.07
7432,7434,Rumble Racing,PS2,2001.0,Racing,Electronic Arts,0.1,0.08,0.0,0.03,0.21
13375,13377,Time Travelers,PSV,2012.0,Adventure,Level 5,0.0,0.0,0.05,0.0,0.05
5739,5741,Metro: Last Light,XOne,2014.0,Action,Deep Silver,0.15,0.13,0.0,0.03,0.31
13575,13577,Red Ninja: End of Honor,PS2,2005.0,Action,Vivendi Games,0.02,0.02,0.0,0.01,0.04
14684,14687,Safari Adventures: Africa,DS,2008.0,Adventure,Neko Entertainment,0.03,0.0,0.0,0.0,0.03
8892,8894,DreamWorks Super Star Kartz,Wii,2011.0,Racing,Activision,0.1,0.04,0.0,0.01,0.15
10506,10508,Astro Boy: The Video Game,DS,2009.0,Action,D3Publisher,0.09,0.0,0.0,0.01,0.1
8115,8117,Splatterhouse,X360,2010.0,Action,Namco Bandai Games,0.14,0.03,0.0,0.01,0.18
9267,9269,Avatar: The Last Airbender - The Burning Earth,X360,2007.0,Action,THQ,0.11,0.01,0.0,0.01,0.14
4822,4824,NCAA GameBreaker 2000,PS,1999.0,Sports,989 Studios,0.22,0.15,0.0,0.03,0.4
14983,14986,Rugby Challenge 3,X360,2016.0,Sports,Alternative Software,0.0,0.02,0.0,0.0,0.02
8546,8548,Shadow Man: 2econd Coming,PS2,2002.0,Adventure,Acclaim Entertainment,0.08,0.06,0.0,0.02,0.16
12207,12209,Karaoke Revolution Party,XB,2005.0,Misc,Konami Digital Entertainment,0.05,0.01,0.0,0.0,0.07
6178,6180,MLB 07: The Show,PSP,2007.0,Sports,Sony Computer Entertainment,0.26,0.0,0.0,0.02,0.28
15032,15035,Kung Fu Panda,PC,2008.0,Action,Activision,0.0,0.02,0.0,0.0,0.02
14378,14381,To LoveRu Trouble: Waku Waku! Rinkangakkou-Hen,DS,2008.0,Adventure,Marvelous Interactive,0.0,0.0,0.03,0.0,0.03
10682,10684,Star Wars: Lethal Alliance,DS,2006.0,Action,Ubisoft,0.08,0.01,0.0,0.01,0.1
7708,7710,Tom and Jerry in House Trap,PS,2000.0,Action,Ubisoft,0.11,0.07,0.0,0.01,0.2
9063,9065,Super Dodgeball Brawlers,DS,2008.0,Sports,Arc System Works,0.13,0.0,0.0,0.01,0.14
6806,6808,BioShock 2,PC,0.0,Shooter,Take-Two Interactive,0.02,0.19,0.0,0.04,0.24
2607,2609,Tiger Woods PGA Tour 10,PS3,2009.0,Sports,Electronic Arts,0.42,0.25,0.0,0.12,0.79
10498,10500,Riviera: The Promised Land,GBA,2004.0,Role-Playing,Sting,0.07,0.03,0.0,0.0,0.1
2372,2374,GRID,X360,2008.0,Racing,Codemasters,0.33,0.44,0.01,0.09,0.88
4683,4685,TERA,PC,0.0,Role-Playing,Unknown,0.24,0.12,0.0,0.05,0.41
1291,1293,Metal Gear Rising: Revengeance,PS3,2013.0,Action,Konami Digital Entertainment,0.45,0.4,0.44,0.18,1.47
15211,15214,Koisuru Otome to Shugo no Tate: The Shield of AIGIS,PS2,2008.0,Adventure,Alchemist,0.0,0.0,0.02,0.0,0.02
11919,11921,Monster Rancher Battle Card: Episode II,PS,2000.0,Action,Tecmo Koei,0.04,0.03,0.0,0.0,0.07
2977,2979,NBA Street Vol. 2,XB,2003.0,Sports,Electronic Arts,0.62,0.04,0.0,0.02,0.68
15431,15434,Kokoro Connect: Yochi Random,PSP,2012.0,Action,Namco Bandai Games,0.0,0.0,0.02,0.0,0.02
7668,7670,Family Feud: 2012 Edition,Wii,2011.0,Misc,Ubisoft,0.19,0.0,0.0,0.01,0.2
10724,10726,Star Trek: Shattered Universe,PS2,2004.0,Simulation,Global Star,0.05,0.04,0.0,0.01,0.1
8019,8021,Dead or Alive,SAT,1997.0,Fighting,Tecmo Koei,0.0,0.0,0.18,0.0,0.18
1263,1265,Dead Rising 2,X360,2010.0,Action,Capcom,0.75,0.53,0.09,0.12,1.5
9508,9510,Last Bronx,SAT,1996.0,Fighting,Sega,0.0,0.0,0.13,0.0,0.13
4603,4605,Hot Wheels World Race,PS2,2003.0,Racing,THQ,0.21,0.16,0.0,0.05,0.42
9006,9008,Pipe Dreams 3D,PS,2001.0,Puzzle,Empire Interactive,0.08,0.05,0.0,0.01,0.14
14492,14495,Starshot: Space Circus Fever,N64,1998.0,Platform,Infogrames,0.02,0.01,0.0,0.0,0.03
8709,8711,WordJong,DS,2007.0,Puzzle,White Park Bay Software,0.13,0.01,0.0,0.01,0.16
9703,9705,Deadliest Catch: Sea of Chaos,Wii,2010.0,Sports,Crave Entertainment,0.12,0.0,0.0,0.01,0.12
3665,3667,Star Wars: Dark Forces,PS,1996.0,Shooter,LucasArts,0.31,0.21,0.0,0.04,0.55
9826,9828,Dora the Explorer: Dora Saves the Mermaids,PS2,2008.0,Platform,Take-Two Interactive,0.06,0.05,0.0,0.02,0.12
5478,5480,NASCAR Thunder 2002,XB,2001.0,Racing,Electronic Arts,0.25,0.07,0.0,0.01,0.33
5401,5403,Football Manager Handheld 2008,PSP,2007.0,Sports,Sega,0.0,0.34,0.0,0.0,0.34
11914,11916,Aqua Teen Hunger Force: Zombie Ninja Pro-Am,PS2,2007.0,Racing,Midway Games,0.03,0.03,0.0,0.01,0.07
13426,13428,Toukiden Kiwami,PSP,2014.0,Action,Tecmo Koei,0.0,0.0,0.05,0.0,0.05
534,535,NBA Street,PS2,2001.0,Sports,Electronic Arts,2.19,0.22,0.0,0.38,2.79
8009,8011,MotoGP 14,PS4,2014.0,Racing,Milestone S.r.l.,0.04,0.11,0.0,0.04,0.18
8616,8618,Bulletstorm,PC,2011.0,Shooter,Electronic Arts,0.07,0.07,0.0,0.02,0.16
8905,8907,Ridge Racer DS,DS,2004.0,Racing,Namco Bandai Games,0.14,0.0,0.0,0.01,0.15
9270,9272,G.I. Joe: The Rise of Cobra,DS,2009.0,Action,Electronic Arts,0.11,0.01,0.0,0.01,0.14
10363,10365,Lego Star Wars: The Force Awakens,X360,2016.0,Action,Warner Bros. Interactive Entertainment,0.04,0.06,0.0,0.01,0.11
10737,10739,Thor: God of Thunder,3DS,2011.0,Action,Sega,0.06,0.03,0.0,0.01,0.1
1477,1479,UFC Undisputed 2010,X360,2010.0,Fighting,THQ,0.9,0.31,0.0,0.11,1.33
3588,3590,Tony Hawk's Proving Ground,X360,2007.0,Sports,Activision,0.49,0.02,0.0,0.04,0.56
12528,12530,Foster's Home for Imaginary Friends: Imagination Invaders,DS,2007.0,Adventure,Midway Games,0.06,0.0,0.0,0.0,0.06
