,Name,Platform,Year,Genre,Publisher,Global_Sales
14089,Star Wars Jedi Knight: Jedi Academy,PC,2003.0,Shooter,Activision,0.04
6666,Billy Hatcher and the Giant Egg,GC,2003.0,Platform,Sega,0.25
5859,24: The Game,PS2,2006.0,Adventure,Sony Computer Entertainment,0.3
14851,Monster Mayhem: Build and Battle,Wii,2009.0,Simulation,Zushi Games,0.03
1532,Pirates of the Caribbean: The Curse of the Black Pearl,GBA,2003.0,Platform,TDK Mediactive,1.29
4393,Defender II,2600,1987.0,Shooter,Atari,0.45
6715,Far Cry Instincts Predator,X360,2006.0,Shooter,Ubisoft,0.25
8490,Pen 1 Grand Prix: Penguin no Mondai Special,DS,2009.0,Fighting,Konami Digital Entertainment,0.16
16227,Sengoku Basara 2 Heroes,Wii,2007.0,Action,Capcom,0.01
2072,Dynasty Warriors 3: Xtreme Legends,PS2,2002.0,Action,Tecmo Koei,1.0
6008,Imagine: Fashion Designer World Tour,DS,2009.0,Simulation,Ubisoft,0.29
8755,Cars: Race-O-Rama,X360,2009.0,Racing,THQ,0.15
4307,Persona 4: Dancing All Night,PSV,2015.0,Misc,Nippon Ichi Software,0.46
9160,The Operative: No One Lives Forever,PS2,2002.0,Shooter,Electronic Arts,0.14
6464,NPPL: Championship Paintball 2009,PS2,2008.0,Shooter,Activision Value,0.26
14309,Captain Morgane and the Golden Turtle,DS,2012.0,Adventure,Reef Entertainment,0.03
435,Animal Crossing,GC,2001.0,Simulation,Nintendo,3.15
4678,Jampack Spring 2004 (RP-T),PS2,2003.0,Misc,Sony Computer Entertainment,0.41
6852,Paws & Claws: Pet Resort,DS,2008.0,Simulation,THQ,0.24
8171,Virtua Tennis,GBA,2002.0,Sports,Atari,0.18
6577,Hunted: The Demon's Forge,PS3,2011.0,Action,Bethesda Softworks,0.26
15768,Metal Fight Beyblade: Choujou Kessen! Big Bang Bladers,DS,2010.0,Action,Hudson Soft,0.02
9748,Major League Baseball 2K8 Fantasy All-Stars,DS,2008.0,Sports,Take-Two Interactive,0.12
13449,Bad Boys: Miami Takedown,GC,2004.0,Shooter,Empire Interactive,0.05
242,Dragon Quest VII: Warriors of Eden,PS,2000.0,Role-Playing,Enix Corporation,4.47
9974,Harvey Birdman: Attorney at Law,PS2,2008.0,Adventure,Capcom,0.12
11460,Cate West: The Vanishing Files,Wii,2009.0,Adventure,Oxygen Interactive,0.08
11538,Batman: Dark Tomorrow,GC,2003.0,Action,Kemco,0.08
10136,Where the Wild Things Are,X360,2009.0,Platform,Warner Bros. Interactive Entertainment,0.11
7513,Backyard NFL Football 2006,PS2,2005.0,Sports,Atari,0.2
15630,Robopon 2: Cross Version,GBA,2001.0,Role-Playing,Hudson Entertainment,0.02
11638,Sound Novel Tsukuru,SNES,1996.0,Misc,ASCII Entertainment,0.08
7927,Daigasso! Band Brothers,DS,2004.0,Misc,Nintendo,0.19
8556,Eragon,DS,2006.0,Action,Vivendi Games,0.16
316,Flash Focus: Vision Training in Minutes a Day,DS,2007.0,Misc,Nintendo,3.84
8644,Mr. Driller 2,GBA,2001.0,Puzzle,Namco Bandai Games,0.16
7065,Tetris 2 (weekly jp sales),GB,1992.0,Puzzle,Nintendo,0.23
15817,Platypus,PSP,2006.0,Shooter,Funsta,0.02
10810,Mystery Stories: Curse of the Ancient Spirits,DS,2011.0,Adventure,GSP,0.1
11781,Picture Perfect Hair Salon,DS,2009.0,Simulation,505 Games,0.07
10026,NBA Jam 2002,GBA,2002.0,Sports,Acclaim Entertainment,0.11
16244,Valentino Rossi: The Game,PC,2016.0,Racing,Namco Bandai Games,0.01
1643,Chocobo no Fushigi Dungeon,PS,1997.0,Role-Playing,SquareSoft,1.22
4818,Final Fantasy Crystal Chronicles: The Crystal Bearers,Wii,2009.0,Action,Square Enix,0.4
3687,LEGO The Hobbit,PS3,2014.0,Action,Warner Bros. Interactive Entertainment,0.54
10338,Goal Storm '97,PS,1996.0,Sports,Konami Digital Entertainment,0.11
1696,The Dukes of Hazzard: Racing for Home,PS,1999.0,Racing,Ubisoft,1.19
3764,Tactics Ogre: Let Us Cling Together,PSP,2010.0,Role-Playing,Square Enix,0.53
8310,Cabela's Legendary Adventures,PSP,2008.0,Sports,Activision,0.17
3919,R.U.S.E.,PS3,2010.0,Strategy,Ubisoft,0.51
12157,everGirl,GBA,2005.0,Adventure,THQ,0.07
9140,Gretzky NHL 06,PS2,2005.0,Sports,Sony Computer Entertainment,0.14
3027,Virtua Tennis: World Tour (US & Others sales),PSP,2005.0,Sports,Sega,0.67
14595,Drome Racers,GC,2003.0,Racing,Electronic Arts,0.03
14207,Detective Conan: Phantom Rhapsody,3DS,2014.0,Action,Namco Bandai Games,0.03
1918,Doko Demo Issyo,PS,1999.0,Misc,Sony Computer Entertainment,1.07
507,The Elder Scrolls III: Morrowind,XB,2002.0,Role-Playing,Ubisoft,2.86
11725,Dynasty Warriors 3,XB,2002.0,Action,THQ,0.08
12311,Dynasty Warriors Vs,3DS,2012.0,Action,Ackkstudios,0.06
626,Mario Party 4,GC,2002.0,Misc,Nintendo,2.47
3058,Tiger Woods PGA Tour 2000,PS,1998.0,Sports,Electronic Arts,0.66
3987,RPG Maker,PS,1997.0,Role-Playing,ASCII Entertainment,0.5
12835,Kamen Rider: Battride War Genesis,PS4,2016.0,Action,Namco Bandai Games,0.05
5899,Army Men: Air Attack 2,PS,2000.0,Action,3DO,0.3
3149,LEGO Marvel's Avengers,PS4,2016.0,Action,Warner Bros. Interactive Entertainment,0.64
10100,Stronghold Kingdoms,PC,2011.0,Strategy,DTP Entertainment,0.11
13997,Formula 1 06,PS2,2006.0,Racing,Sony Computer Entertainment,0.04
3148,Rayman 3D,3DS,2011.0,Platform,Ubisoft,0.64
9721,The King of Fighters '98 Ultimate Match,PS2,2008.0,Fighting,Ignition Entertainment,0.12
11926,Famicom Mini: Nazo no Murasame-Jou,GBA,2004.0,Action,Nintendo,0.07
644,Need for Speed: ProStreet,PS2,2007.0,Racing,Electronic Arts,2.41
13453,Rat Attack!,PS,1999.0,Puzzle,Mindscape,0.04
2200,Midway Presents Arcade's Greatest Hits: The Atari Collection 1,PS,1996.0,Misc,GT Interactive,0.94
3114,Fire Emblem: Shadow Dragon,DS,2008.0,Role-Playing,Nintendo,0.65
5427,The Eye of Judgment,PS3,2007.0,Misc,Sony Computer Entertainment,0.34
6346,Command & Conquer,N64,1999.0,Strategy,Nintendo,0.27
8164,K-1 World Grand Prix,PS2,2002.0,Sports,Konami Digital Entertainment,0.18
7025,LEGO The Hobbit,WiiU,2014.0,Action,Warner Bros. Interactive Entertainment,0.23
15934,Katekyoo Hitman Reborn! DS: Mafia Daishuugou Bongole Festival,DS,2008.0,Action,Takara Tomy,0.02
14887,The Peanuts Movie: Snoopy's Grand Adventure,X360,2015.0,Action,Activision,0.03
7668,Family Feud: 2012 Edition,Wii,2011.0,Misc,Ubisoft,0.2
10522,Culdcept DS,DS,2008.0,Strategy,Sega,0.1
13663,Mortimer Beckett and the Secrets of Spooky Manor,Wii,2008.0,Puzzle,Avanquest,0.04
15573,Casper's Scare School: Spooky Sports Day,DS,2009.0,Sports,Blast! Entertainment Ltd,0.02
8945,Code:Realize - Sousei no Himegimi,PSV,2014.0,Adventure,Idea Factory,0.15
6405,Wipeout 2,DS,2011.0,Misc,Activision,0.27
13271,Powerful Golf,DS,2011.0,Sports,Konami Digital Entertainment,0.05
11242,Ys VIII: Lacrimosa of Dana,PSV,2016.0,Role-Playing,Nihon Falcom Corporation,0.09
13932,Suzumiya Haruhi no Tsuisou,PSP,2011.0,Adventure,Namco Bandai Games,0.04
1232,NASCAR 98,PS,1996.0,Racing,Electronic Arts,1.52
3863,The Punisher,PS2,2005.0,Action,THQ,0.52
5235,Arc the Lad: Twilight of the Spirits,PS2,2003.0,Role-Playing,Sony Computer Entertainment,0.36
6929,TrackMania: Build to Race,Wii,2010.0,Racing,Focus Home Interactive,0.24
16569,Resident Evil 4 HD,XOne,2016.0,Shooter,Capcom,0.01
14300,Toy Shop,DS,2008.0,Simulation,Majesco Entertainment,0.03
1214,Disney Fairies: Tinker Bell,DS,2008.0,Adventure,Disney Interactive Studios,1.54
5251,South Park Rally,PS,1998.0,Racing,Acclaim Entertainment,0.36
15408,Dragon Ball Z: Buu's Fury / Dragon Ball GT: Transformation,GBA,2006.0,Action,Atari,0.02
13210,ZooCube,GBA,2002.0,Puzzle,Acclaim Entertainment,0.05
8238,Global Defence Force,PS2,2005.0,Shooter,Essential Games,0.17
13529,R.B.I. Baseball 2016,XOne,2016.0,Sports,MLB.com,0.04
6865,Bakugan: Battle Brawlers,PS3,2009.0,Action,Activision,0.24
12520,Smile PreCure! Let's Go! Marchen World,3DS,2012.0,Action,Namco Bandai Games,0.06
3724,Dragon Quest Characters: Torneko no Daibouken 3: Fushigi no Dungeon,PS2,2002.0,Role-Playing,Enix Corporation,0.54
7777,Scene It? Twilight,DS,2010.0,Misc,Konami Digital Entertainment,0.19
7762,Ice Age 2: The Meltdown,GC,2006.0,Platform,Vivendi Games,0.19
12072,Suzumiya Haruhi no Gekidou,Wii,2009.0,Adventure,Kadokawa Shoten,0.07
14821,Catan,DS,2009.0,Strategy,CDV Software Entertainment,0.03
10940,World Soccer Winning Eleven 2010: Aoki Samurai no Chousen,PS2,2010.0,Sports,Konami Digital Entertainment,0.09
8622,Family Party: 30 Great Games Outdoor Fun,Wii,2009.0,Misc,D3Publisher,0.16
7564,XCOM 2,PC,2016.0,Strategy,Take-Two Interactive,0.2
14623,Exist Archive: The Other Side of the Sky,PS4,2015.0,Role-Playing,Aksys Games,0.03
3368,XCOM: Enemy Unknown,PS3,2012.0,Strategy,Take-Two Interactive,0.6
13645,Great Battle Full Blast,PSP,2012.0,Action,Namco Bandai Games,0.04
8515,Hannah Montana: Rock Out the Show,PSP,2009.0,Misc,Disney Interactive Studios,0.16
2631,Secret Agent Barbie: Royal Jewels Mission,GBA,2002.0,Platform,Vivendi Games,0.78
7973,J-League Pro Soccer Club o Tsukurou! 5,PS2,2007.0,Sports,Sega,0.19
5865,Looney Tunes: Duck Amuck,DS,2007.0,Action,Warner Bros. Interactive Entertainment,0.3
3127,Super Robot Taisen Impact,PS2,2002.0,Strategy,Banpresto,0.65
8032,Casper: Friends Around the World,PS,2000.0,Action,TDK Core,0.18
6599,Super Robot Taisen R,GBA,2002.0,Strategy,Banpresto,0.26
15781,Gears of War,PC,2007.0,Shooter,Microsoft Game Studios,0.02
3185,Nightmare Creatures,PS,1997.0,Action,Sony Computer Entertainment,0.63
2700,Super Monkey Ball: Touch & Roll,DS,2005.0,Misc,Sega,0.76
6817,Pure Futbol,PS3,2010.0,Sports,Ubisoft,0.24
13791,CSI: Fatal Conspiracy,PC,2010.0,Adventure,Ubisoft,0.04
7896,Gungrave,PS2,2002.0,Shooter,Activision,0.19
12558,Carol Vorderman's Sudoku,PSP,2006.0,Puzzle,Xplosiv,0.06
12203,TRON: Evolution,PC,2010.0,Action,Disney Interactive Studios,0.07
11773,Aikatsu! My No.1 Stage!,3DS,2015.0,Misc,Namco Bandai Games,0.07
2368,Metal Gear Ac!d,PSP,2004.0,Strategy,Konami Digital Entertainment,0.88
1447,Devil May Cry 4,X360,2008.0,Action,Capcom,1.35
7677,Taiko no Tatsujin: Go! Go! Godaime,PS2,2004.0,Misc,Namco Bandai Games,0.2
12225,Worms Forts: Under Siege,XB,2004.0,Strategy,Sega,0.07
2719,Kane & Lynch: Dead Men,PS3,2007.0,Shooter,Eidos Interactive,0.76
6307,The Club,X360,2008.0,Shooter,Sega,0.27
9655,Geometry Wars: Galaxies,Wii,2007.0,Shooter,Vivendi Games,0.13
11612,Nanashi no Game,DS,2008.0,Adventure,Square Enix,0.08
8332,Bratz Kidz,Wii,2008.0,Misc,Game Factory,0.17
1618,Guitar Hero: Aerosmith,X360,2008.0,Misc,Activision,1.23
6463,Petz: Horsez 2,PS2,2007.0,Simulation,Ubisoft,0.26
1544,Army Men 3D,PS,1999.0,Action,3DO,1.28
14113,MX World Tour Featuring Jamie Little,XB,2005.0,Racing,Crave Entertainment,0.03
16220,Dynasty Warriors: Eiketsuden,PS4,2016.0,Action,Tecmo Koei,0.01
4214,NHL 97,PS,1996.0,Sports,Electronic Arts,0.47
3776,Blitz: The League,XB,2004.0,Sports,Midway Games,0.53
5738,Foto Frenzy: Spot The Diffrence,DS,2009.0,Puzzle,Storm City Games,0.31
1538,Champions of Norrath,PS2,2004.0,Role-Playing,Sony Online Entertainment,1.28
2676,My Baby Girl,DS,2008.0,Simulation,Nobilis,0.77
14900,Shinseiki Evangelion Ayanami Ikusei Keikaku DS with Asuka Hokan Keikaku,DS,2008.0,Simulation,Broccoli,0.03
6331,WWE Road to WrestleMania X8,GBA,2002.0,Fighting,THQ,0.27
7036,Colony Wars: Vengeance,PS,1998.0,Simulation,Psygnosis,0.23
7901,Active Health with Carol Vorderman,DS,2009.0,Sports,Nintendo,0.19
9635,Freedom Fighters,GC,2003.0,Shooter,Electronic Arts,0.13
15315,Negima!? Chou Mahora Taisen Chuu: Checkiin Zenin Shuugou! Yappari Onsen Kichaimashitaa,DS,2007.0,Adventure,Marvelous Interactive,0.02
10994,Beaterator,PSP,2009.0,Misc,Take-Two Interactive,0.09
12440,Terraria,PS4,2014.0,Action,505 Games,0.06
16049,Abunai: Koi no Sousa Shitsu,PSP,2012.0,Action,Quinrose,0.01
15882,Earth Defense Force 2017 (old JP sales),X360,2006.0,Shooter,D3Publisher,0.02
2653,James Bond 007: Nightfire,GC,2002.0,Shooter,Electronic Arts,0.78
16185,Tantei Jinguuji Saburo: Hai to Diamond,PSP,2009.0,Adventure,Arc System Works,0.01
188,Tomodachi Life,3DS,2013.0,Simulation,Nintendo,5.15
14862,Pro Yakyuu Family Stadium,Wii,2008.0,Sports,Namco Bandai Games,0.03
2014,Sonic Unleashed,PS3,2008.0,Platform,Sega,1.03
6068,Snowboarding,PS,2000.0,Sports,Midas Interactive Entertainment,0.29
10120,BloodRayne,GC,2002.0,Shooter,Universal Interactive,0.11
11574,Sherlock Holmes: Crimes & Punishments,PS3,2014.0,Adventure,Focus Home Interactive,0.08
7367,MVP Baseball,PSP,2005.0,Sports,Electronic Arts,0.21
5910,Spider-Man: Friend or Foe,X360,2007.0,Action,Activision,0.3
4512,Bionicle,PS2,2003.0,Action,Electronic Arts,0.43
11696,Tales of Fandom Vol.2,PS2,2007.0,Role-Playing,Namco Bandai Games,0.08
929,LittleBigPlanet 3,PS4,2014.0,Platform,Sony Computer Entertainment,1.86
4081,Sonic & All-Stars Racing Transformed,PSV,2012.0,Racing,Sega,0.48
8037,GameBoy Wars,GB,1991.0,Strategy,Nintendo,0.18
11221,Cloudy With a Chance of Meatballs,X360,2009.0,Platform,Ubisoft,0.09
21,Super Mario Land,GB,1989.0,Platform,Nintendo,18.14
8757,Klax,2600,1989.0,Puzzle,Atari,0.15
9041,Second Sight,PS2,2004.0,Adventure,Codemasters,0.14
6651,Kung Fu Panda 2,X360,2011.0,Action,THQ,0.25
6453,Littlest Pet Shop: Friends,Wii,2009.0,Simulation,Electronic Arts,0.26
191,Kirby's Dream Land,GB,1992.0,Platform,Nintendo,5.13
2582,Darksiders II,X360,2012.0,Action,THQ,0.8
16421,Uchida Yasuou Mystery: Meitantei Senken Mitsuhiko Series: Fukutoshin Renzoku Satsujin Jiken,DS,2009.0,Adventure,D3Publisher,0.01
1535,Mystery Case Files: MillionHeir,DS,2008.0,Adventure,Nintendo,1.29
8005,The Last Airbender,DS,2010.0,Action,THQ,0.18
15949,Pachinko Kaou: Misora Hibari,PS2,2007.0,Misc,Hackberry,0.02
3829,Classic Word Games,DS,2009.0,Misc,Ubisoft,0.52
3482,NBA 2K7,X360,2006.0,Sports,Take-Two Interactive,0.58
7166,Cloudy With a Chance of Meatballs,DS,2009.0,Platform,Ubisoft,0.22
11481,Iggy's Reckin' Balls,N64,1998.0,Racing,Acclaim Entertainment,0.08
10765,Ice Age 2: The Meltdown,XB,2006.0,Platform,Vivendi Games,0.1
10174,Machinarium,PC,2009.0,Adventure,Daedalic,0.11
7330,Dorabase DS: Dramatic Stadium,DS,2007.0,Sports,Namco Bandai Games,0.21
4833,NBA Jam,X360,2010.0,Sports,Electronic Arts,0.4
1035,Call of Duty: World at War Final Fronts,PS2,2008.0,Shooter,Activision,1.72
10190,Tales of Phantasia (PS1 & PSP Versions),PSP,2006.0,Role-Playing,Namco Bandai Games,0.11
11789,The Rub Rabbits!,DS,2005.0,Puzzle,Sega,0.07
3144,GoldenEye: Rogue Agent,PS2,2004.0,Shooter,Electronic Arts,0.64
15503,Katekyoo Hitman Reborn! Dream Hyper Battle!,PS2,2007.0,Fighting,Marvelous Interactive,0.02
4376,Hot Wheels: Stunt Track Challenge,GBA,2004.0,Racing,THQ,0.45
16368,Wand of Fortune,PS2,2009.0,Adventure,Idea Factory,0.01
13467,The Tale of Despereaux,Wii,2008.0,Platform,Brash Entertainment,0.04
3353,Secret Agent Clank,PS2,2009.0,Platform,Sony Computer Entertainment,0.6
1708,Pro Yakyuu Family Stadium '88,NES,1988.0,Sports,Namco Bandai Games,1.18
5476,Hell's Kitchen: The Game,Wii,2008.0,Simulation,Ubisoft,0.33
3363,NASCAR Heat 2002,PS2,2001.0,Racing,Infogrames,0.6
3773,MLB SlugFest 20-04,PS2,2003.0,Sports,Midway Games,0.53
7659,Shark Tale,XB,2004.0,Action,Activision,0.2
11544,Ogre Battle Series: Tactics Ogre,PS,1997.0,Role-Playing,Atlus,0.08
14126,Even in a Game Listen to Me Girls. I Am Your Father!,PSP,2012.0,Action,Namco Bandai Games,0.03
8922,Ore no Imouto ga Konna ni Kawaii wake ga Nai Portable,PSP,2011.0,Adventure,Banpresto,0.15
369,Left 4 Dead,X360,2008.0,Shooter,Electronic Arts,3.52
9319,Salt Lake 2002,PS2,2002.0,Sports,Eidos Interactive,0.14
536,Monster Hunter Tri,3DS,2011.0,Role-Playing,Nintendo,2.79
6514,Disney Sing It: Pop Hits,PS3,2009.0,Misc,Disney Interactive Studios,0.26
11390,Super Robot Taisen OG Saga: Endless Frontier,DS,2008.0,Role-Playing,Namco Bandai Games,0.08
4611,Lemony Snicket's A Series of Unfortunate Events,GBA,2004.0,Platform,Activision,0.42
8235,Street Fighter: The Movie,PS,1995.0,Fighting,Acclaim Entertainment,0.17
14060,Petz: Catz Playground,DS,2010.0,Simulation,Ubisoft,0.04
10632,Aidyn Chronicles: The First Mage,N64,2001.0,Role-Playing,THQ,0.1
4998,The Cat in the Hat,GBA,2005.0,Platform,Jack of All Games,0.38
4019,Ace Combat: Assault Horizon,X360,2011.0,Action,Namco Bandai Games,0.49
10165,Project CARS,PC,2015.0,Racing,Slightly Mad Studios,0.11
6939,Rampage,2600,1988.0,Action,Activision,0.24
9752,Puzzle Kingdoms,Wii,2009.0,Puzzle,Zoo Digital Publishing,0.12
6363,Jikkyou Powerful Pro Yakyuu 2,SNES,1995.0,Sports,Konami Digital Entertainment,0.27
14803,Touch Shot! Love Application,PS3,2012.0,Adventure,Compile Heart,0.03
16231,Densetsu no Yuusha no Densetsu: Legendary Saga,PSP,2010.0,Role-Playing,Kadokawa Shoten,0.01
8237,World Championship Poker,GBA,2004.0,Misc,Crave Entertainment,0.17
5550,EA Playground,DS,2007.0,Sports,Electronic Arts,0.33
458,Kung Fu Panda,X360,2008.0,Action,Activision,3.05
11631,Virus,SAT,1997.0,Shooter,Hudson Soft,0.08
10926,Trivial Pursuit unhinged,XB,2004.0,Misc,Atari,0.09
7006,Pinball Hall of Fame: The Gottlieb Collection,PSP,2005.0,Misc,Play It,0.23
10991,Jikkyou Powerful Pro Yakyuu 14 Ketteiban,PS2,2007.0,Sports,Konami Digital Entertainment,0.09
14626,Calcio Bit,GBA,2006.0,Sports,Nintendo,0.03
14520,Star Trek: Tactical Assault,PSP,2006.0,Strategy,Ubisoft,0.03
7947,ThunderStrike 2,PS,1994.0,Simulation,Core Design Ltd.,0.19
2104,Cars,DS,2006.0,Racing,THQ,0.98
6246,Marvel Super Hero Squad: The Infinity Gauntlet,Wii,2010.0,Action,THQ,0.28
13363,Turok: Dinosaur Hunter,N64,1997.0,Shooter,Acclaim Entertainment,0.05
11128,Knights in the Nightmare,DS,2008.0,Role-Playing,Sting,0.09
7675,Baja: Edge of Control,X360,2008.0,Racing,THQ,0.2
6513,Riding Spirits,PS2,2002.0,Racing,BAM! Entertainment,0.26
7843,Death Jr.,PSP,2005.0,Platform,Konami Digital Entertainment,0.19
3703,Sonic & All-Stars Racing Transformed,PS3,2012.0,Racing,Sega,0.54
11844,The Wolf Among Us,XOne,2014.0,Adventure,Telltale Games,0.07
6043,Sonic Boom: Shattered Crystal,3DS,2014.0,Action,Sega,0.29
5083,Puppy Palace,DS,2008.0,Simulation,Ubisoft,0.37
7804,Conflict: Denied Ops,PS3,2008.0,Shooter,Eidos Interactive,0.19
10083,Bodycount,X360,2011.0,Shooter,Codemasters,0.11
742,Star Wars: Knights of the Old Republic,XB,2003.0,Role-Playing,Activision,2.19
10734,Power Stone Collection,PSP,2006.0,Action,Capcom,0.1
4502,Flight Control Rocket,GBA,2005.0,Simulation,THQ,0.43
6793,Corpse Party: Blood Drive,PSV,2014.0,Adventure,Marvelous Interactive,0.24
7408,Disney's Planes,WiiU,2013.0,Simulation,Disney Interactive Studios,0.21
9773,Lovely Lisa,DS,2007.0,Simulation,DHM Interactive,0.12
225,Tony Hawk's Pro Skater 2,PS,2000.0,Sports,Activision,4.68
10779,EyeCreate,PS3,2007.0,Misc,Sony Computer Entertainment,0.1
12852,Front Mission 2089: Border of Madness,DS,2008.0,Strategy,Square Enix,0.05
12521,IHRA Professional Drag Racing 2005,XB,2004.0,Racing,Bethesda Softworks,0.06
8524,Heroes over Europe,PS3,2009.0,Simulation,Ubisoft,0.16
14342,Dodge Racing: Charger vs Challenger,DS,2009.0,Racing,Zushi Games,0.03
4466,Barbie: Groom and Glam Pups,DS,2010.0,Action,THQ,0.44
1848,Megamania,2600,1981.0,Shooter,Activision,1.1
2638,We Sing,Wii,2009.0,Misc,Nordic Games,0.78
5637,Rally Cross,PS,1997.0,Racing,Sony Computer Entertainment,0.32
16275,Jan Sangoku Musou,PS2,2006.0,Misc,Tecmo Koei,0.01
1869,Lightning Returns: Final Fantasy XIII,PS3,2013.0,Role-Playing,Square Enix,1.1
4338,NCAA Gamebreaker 99,PS,1998.0,Sports,989 Studios,0.45
776,NBA 2K12,PS3,2011.0,Sports,Take-Two Interactive,2.11
4526,The Fairly Odd Parents: Game Boy Advance Video Volume 1,GBA,2004.0,Misc,,0.43
12227,Pro Evolution Soccer 2015,PC,2014.0,Sports,Konami Digital Entertainment,0.07
13283,Shugo Chara! 3-tsu no Tamagoto Koisuru Joker,DS,2008.0,Action,Konami Digital Entertainment,0.05
3623,Purr Pals,DS,2007.0,Simulation,THQ,0.56
733,Rock Band 2,X360,2008.0,Misc,Electronic Arts,2.2
9523,Borderlands: Double Game Add-On Pack,X360,2010.0,Shooter,Take-Two Interactive,0.13
4390,Brunswick Pro Bowling,X360,2010.0,Sports,505 Games,0.45
15395,B-17: Fortress in the Sky,DS,2007.0,Simulation,DSI Games,0.02
9,Duck Hunt,NES,1984.0,Shooter,Nintendo,28.31
4028,The Matrix: Path of Neo,PS2,2005.0,Action,Atari,0.49
5665,Dragon Quest Monsters: Battle Road Victory,Wii,2010.0,Strategy,Square Enix,0.32
10962,Wild ARMs: Alter Code F,PS2,2003.0,Role-Playing,Sony Computer Entertainment,0.09
13600,The Invincible Iron Man,GBA,2002.0,Action,Activision,0.04
8512,The Legend of Heroes VII: The Trail of Zero,PSP,2010.0,Role-Playing,Falcom Corporation,0.16
14517,Tenka-bito,PS2,2006.0,Strategy,Sega,0.03
7113,101-in-1 Party Megamix Wii,Wii,2009.0,Misc,Nordcurrent,0.23
3132,Crysis 3,PC,2013.0,Shooter,Electronic Arts,0.64
8438,Klonoa,Wii,2008.0,Platform,Namco Bandai Games,0.17
4948,MotoGP 08,PS3,2008.0,Racing,Capcom,0.39
874,Star Wars: Dark Forces,PC,1994.0,Shooter,LucasArts,1.95
16477,"Shinobi, Koi Utsutsu: Setsugetsuka Koi Emaki",PSV,2015.0,Action,Idea Factory,0.01
7146,64 de Hakken! Tamagotchi Minna de Tamagotchi World,N64,1997.0,Misc,Namco Bandai Games,0.22
15574,7 Roses: A Darkness Rises,PC,2015.0,Misc,Avanquest Software,0.02
6351,Harry Potter and the Order of the Phoenix,PS2,2007.0,Action,Electronic Arts,0.27
3099,Tiger Woods PGA Tour 09,X360,2008.0,Sports,Electronic Arts,0.65
7684,Tetris Worlds (Online Edition),XB,2003.0,Puzzle,THQ,0.2
15311,The King of Fighters NeoWave,XB,2006.0,Fighting,SNK Playmore,0.02
11754,Sony Computer Science Kenkyuujo Mogi Kenichirou Hakase Kanshuu: Nou ni Kaikan Aha Taiken!,PSP,2006.0,Misc,Sega,0.07
15914,Moe Moe 2-ji Taisen (Ryoku) * Deluxe,PSP,2008.0,Adventure,System Soft,0.02
14813,Kisuato,PSV,2015.0,Adventure,TGL,0.03
13836,The Sims 4: Spa Day,PC,2015.0,Simulation,Electronic Arts,0.04
15801,XCOM 2,XOne,2016.0,Strategy,Take-Two Interactive,0.02
9210,Reality Fighters,PSV,2012.0,Fighting,Sony Computer Entertainment,0.14
10107,Invizimals: The Lost Tribes,PSP,2011.0,Action,Sony Computer Entertainment,0.11
13181,Operation Flashpoint: Dragon Rising,PC,2009.0,Shooter,Codemasters,0.05
3819,Wayne Gretzky's 3D Hockey,N64,1996.0,Sports,Nintendo,0.53
9834,MX vs. ATV Untamed,DS,2007.0,Racing,THQ,0.12
10445,Metal Slug 3,XB,2004.0,Shooter,Ignition Entertainment,0.1
13284,Summoner: A Goddess Reborn,GC,2003.0,Role-Playing,THQ,0.05
16452,Rugby League Live 3,XOne,2015.0,Action,Tru Blu Entertainment,0.01
5638,My Horse & Me,Wii,2007.0,Sports,Atari,0.32
6439,Gallop Racer 2: One and Only Road to Victory,PS,1997.0,Sports,Tecmo Koei,0.27
4118,FIFA Soccer 13,WiiU,2012.0,Action,Electronic Arts,0.48
15359,Minna de Dokusho: Keatai Shousetsu Desu,PSP,2008.0,Misc,Dorart,0.02
3910,Monsters vs. Aliens,DS,2009.0,Action,Activision,0.51
